ts,customer,activity,feature_json,revenue_impact,link
2023-06-03 05:27:56,michael.brown@example.com,sale,,9.99,
2023-06-22 05:43:02,alex.wilson@example.com,sale,,49.99,
2023-06-12 13:21:29,emma.smith@example.com,sale,,49.99,
2023-06-12 10:14:57,william.martin@example.com,lead,,,
2023-06-22 06:27:50,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-05 06:47:31,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-03 01:22:57,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-26 02:22:08,sarah.davis@example.com,consultation,,,
2023-07-04 23:22:55,michael.brown@example.com,consultation,,,
2023-06-22 16:44:39,laura.jones@example.com,sale,,99.99,
2023-06-30 06:50:20,emily.jackson@example.com,lead,,,
2023-07-03 00:14:34,william.martin@example.com,lead,,,
2023-06-04 02:27:53,michael.brown@example.com,consultation,,,
2023-06-11 02:58:55,michael.brown@example.com,consultation,,,
2023-06-14 09:22:55,sarah.davis@example.com,sale,,49.99,
2023-06-16 17:09:21,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-03 21:29:46,michael.brown@example.com,consultation,,,
2023-06-30 15:54:13,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-24 02:10:26,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 05:45:05,olivia.white@example.com,lead,,,
2023-06-06 06:56:21,emily.jackson@example.com,sale,,49.99,
2023-06-22 11:59:46,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-07-04 11:18:00,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-03 22:28:23,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-02 01:38:18,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-07-04 14:48:52,olivia.white@example.com,lead,,,
2023-06-17 14:46:20,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 21:45:58,emily.jackson@example.com,lead,,,
2023-06-12 19:07:53,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-15 07:46:10,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-03 08:34:20,daniel.thomas@example.com,lead,,,
2023-06-16 07:02:54,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-08 01:12:42,laura.jones@example.com,sale,,99.99,
2023-06-26 17:18:38,sarah.davis@example.com,consultation,,,
2023-06-11 16:30:47,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-10 05:07:21,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-20 14:53:37,john.doe@example.com,consultation,,,
2023-06-11 10:31:02,emily.jackson@example.com,consultation,,,
2023-06-08 19:22:00,olivia.white@example.com,consultation,,,
2023-06-21 11:58:30,emily.jackson@example.com,sale,,29.99,
2023-06-07 03:21:01,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-29 17:52:17,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-21 18:35:38,emma.smith@example.com,consultation,,,
2023-06-20 04:16:00,sarah.davis@example.com,consultation,,,
2023-06-15 03:33:15,laura.jones@example.com,lead,,,
2023-06-24 11:03:04,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-12 11:05:13,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-24 12:03:31,sarah.davis@example.com,lead,,,
2023-06-14 02:17:31,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-19 23:27:18,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-28 04:58:04,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-10 12:35:49,laura.jones@example.com,lead,,,
2023-07-02 22:01:38,daniel.thomas@example.com,consultation,,,
2023-06-05 00:13:28,william.martin@example.com,consultation,,,
2023-06-06 02:41:10,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-27 15:42:29,william.martin@example.com,lead,,,
2023-06-14 11:16:37,william.martin@example.com,click,,,https://www.example.com/new-product-launch
2023-06-01 22:36:49,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-10 19:53:05,emma.smith@example.com,consultation,,,
2023-06-01 18:07:20,emily.jackson@example.com,consultation,,,
2023-06-10 13:52:50,olivia.white@example.com,sale,,99.99,
2023-07-03 12:15:47,laura.jones@example.com,sale,,99.99,
2023-06-12 03:44:15,olivia.white@example.com,consultation,,,
2023-06-20 14:51:11,emily.jackson@example.com,sale,,99.99,
2023-06-13 09:29:04,laura.jones@example.com,lead,,,
2023-06-17 10:12:12,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-06-01 19:41:49,laura.jones@example.com,sale,,99.99,
2023-07-03 23:56:37,laura.jones@example.com,consultation,,,
2023-06-21 11:54:10,john.doe@example.com,lead,,,
2023-06-19 00:15:04,alex.wilson@example.com,consultation,,,
2023-06-05 02:05:20,alex.wilson@example.com,lead,,,
2023-06-11 11:40:26,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-02 04:06:50,daniel.thomas@example.com,lead,,,
2023-06-08 01:01:11,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-06 03:16:24,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-07-04 17:53:50,sarah.davis@example.com,sale,,49.99,
2023-06-01 20:29:23,michael.brown@example.com,consultation,,,
2023-06-27 09:26:42,alex.wilson@example.com,sale,,49.99,
2023-07-04 19:49:35,olivia.white@example.com,lead,,,
2023-06-05 21:49:54,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-26 08:21:04,emma.smith@example.com,sale,,29.99,
2023-06-20 15:10:17,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-07 19:00:53,laura.jones@example.com,consultation,,,
2023-06-25 10:49:27,william.martin@example.com,lead,,,
2023-06-23 04:00:47,alex.wilson@example.com,consultation,,,
2023-06-05 15:07:44,emma.smith@example.com,sale,,49.99,
2023-06-17 02:52:51,daniel.thomas@example.com,consultation,,,
2023-06-19 14:15:33,sarah.davis@example.com,consultation,,,
2023-06-08 02:55:11,alex.wilson@example.com,lead,,,
2023-06-14 16:51:51,olivia.white@example.com,consultation,,,
2023-06-23 23:25:53,daniel.thomas@example.com,consultation,,,
2023-07-05 02:19:40,william.martin@example.com,consultation,,,
2023-06-11 07:16:19,alex.wilson@example.com,lead,,,
2023-06-21 11:57:49,emma.smith@example.com,sale,,29.99,
2023-06-25 17:05:09,daniel.thomas@example.com,lead,,,
2023-06-08 11:16:05,laura.jones@example.com,sale,,29.99,
2023-06-08 23:45:46,emma.smith@example.com,consultation,,,
2023-06-02 23:13:16,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-10 08:59:33,daniel.thomas@example.com,lead,,,
2023-06-17 02:26:56,sarah.davis@example.com,lead,,,
2023-06-01 18:55:34,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-06-03 21:48:47,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-28 05:11:57,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-14 20:00:25,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-05 14:16:29,michael.brown@example.com,lead,,,
2023-06-30 14:13:59,emma.smith@example.com,consultation,,,
2023-06-27 00:11:24,emily.jackson@example.com,lead,,,
2023-07-02 05:03:48,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-19 00:32:14,emma.smith@example.com,lead,,,
2023-06-24 03:43:56,laura.jones@example.com,lead,,,
2023-06-04 14:09:41,alex.wilson@example.com,consultation,,,
2023-06-27 12:53:25,emily.jackson@example.com,lead,,,
2023-06-08 23:56:47,alex.wilson@example.com,lead,,,
2023-06-30 20:18:17,emily.jackson@example.com,sale,,99.99,
2023-06-16 04:24:57,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-19 12:12:19,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-30 03:21:56,laura.jones@example.com,sale,,9.99,
2023-06-03 15:42:48,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-08 10:44:38,sarah.davis@example.com,sale,,15.99,
2023-06-15 23:00:09,michael.brown@example.com,consultation,,,
2023-06-27 07:38:41,olivia.white@example.com,sale,,9.99,
2023-06-16 16:22:48,emma.smith@example.com,consultation,,,
2023-06-17 04:56:01,emily.jackson@example.com,lead,,,
2023-06-10 09:44:57,laura.jones@example.com,lead,,,
2023-06-28 06:33:28,olivia.white@example.com,consultation,,,
2023-06-22 19:32:00,olivia.white@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-22 09:25:13,alex.wilson@example.com,lead,,,
2023-06-06 16:31:42,michael.brown@example.com,consultation,,,
2023-06-26 15:34:59,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-11 19:31:00,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-07-02 22:46:40,emily.jackson@example.com,consultation,,,
2023-06-15 19:20:31,olivia.white@example.com,consultation,,,
2023-06-27 02:51:27,daniel.thomas@example.com,sale,,99.99,
2023-06-11 22:58:43,emma.smith@example.com,lead,,,
2023-06-23 16:22:33,daniel.thomas@example.com,sale,,99.99,
2023-06-02 11:02:17,michael.brown@example.com,sale,,9.99,
2023-07-02 15:11:49,daniel.thomas@example.com,lead,,,
2023-07-01 20:39:31,michael.brown@example.com,consultation,,,
2023-06-24 19:51:31,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-22 00:49:26,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-06 19:29:01,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-19 17:53:52,daniel.thomas@example.com,sale,,99.99,
2023-06-03 17:17:48,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-07 22:25:33,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-23 00:06:32,daniel.thomas@example.com,consultation,,,
2023-06-13 08:13:25,john.doe@example.com,consultation,,,
2023-06-16 05:53:12,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-13 15:33:23,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-02 22:19:33,olivia.white@example.com,sale,,9.99,
2023-06-23 03:05:15,alex.wilson@example.com,lead,,,
2023-06-21 21:23:23,emma.smith@example.com,lead,,,
2023-06-18 13:39:06,john.doe@example.com,sale,,49.99,
2023-06-20 20:56:53,laura.jones@example.com,lead,,,
2023-06-21 02:10:23,daniel.thomas@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-11 11:02:46,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-18 04:52:50,emma.smith@example.com,sale,,29.99,
2023-06-12 07:34:59,sarah.davis@example.com,consultation,,,
2023-06-08 06:11:28,sarah.davis@example.com,sale,,29.99,
2023-06-20 00:31:11,william.martin@example.com,sale,,9.99,
2023-06-06 18:14:26,michael.brown@example.com,sale,,49.99,
2023-06-28 13:07:55,daniel.thomas@example.com,lead,,,
2023-07-05 08:11:59,michael.brown@example.com,lead,,,
2023-06-20 05:25:12,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 22:34:08,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-14 00:27:48,william.martin@example.com,lead,,,
2023-06-09 18:00:45,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-20 14:22:54,william.martin@example.com,sale,,99.99,
2023-06-29 18:35:25,laura.jones@example.com,consultation,,,
2023-06-19 03:28:12,john.doe@example.com,consultation,,,
2023-06-02 05:06:13,daniel.thomas@example.com,consultation,,,
2023-06-16 04:53:04,alex.wilson@example.com,lead,,,
2023-06-02 21:38:47,john.doe@example.com,consultation,,,
2023-06-30 14:22:28,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-18 05:33:08,emily.jackson@example.com,sale,,15.99,
2023-06-02 00:01:22,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-22 19:42:19,alex.wilson@example.com,click,,,https://www.example.com/special-offer
2023-06-04 17:21:21,john.doe@example.com,consultation,,,
2023-06-26 21:21:13,olivia.white@example.com,consultation,,,
2023-07-02 09:52:04,olivia.white@example.com,sale,,49.99,
2023-06-27 01:44:10,alex.wilson@example.com,click,,,https://www.example.com/special-offer
2023-06-19 11:12:52,laura.jones@example.com,sale,,29.99,
2023-06-25 01:10:00,sarah.davis@example.com,lead,,,
2023-06-23 16:37:02,emma.smith@example.com,sale,,99.99,
2023-06-16 23:32:33,olivia.white@example.com,sale,,99.99,
2023-06-08 17:27:28,michael.brown@example.com,sale,,9.99,
2023-07-01 12:24:07,olivia.white@example.com,lead,,,
2023-06-26 08:05:58,emily.jackson@example.com,consultation,,,
2023-07-01 09:40:42,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-24 00:20:59,john.doe@example.com,consultation,,,
2023-06-11 09:17:07,olivia.white@example.com,sale,,49.99,
2023-07-04 03:00:34,laura.jones@example.com,sale,,99.99,
2023-06-20 06:09:04,alex.wilson@example.com,sale,,15.99,
2023-07-05 01:38:35,emma.smith@example.com,sale,,99.99,
2023-06-07 21:40:53,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-05 03:18:10,daniel.thomas@example.com,sale,,49.99,
2023-06-01 06:11:57,daniel.thomas@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-01 11:59:07,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-16 07:23:36,sarah.davis@example.com,sale,,49.99,
2023-06-03 04:01:34,emma.smith@example.com,consultation,,,
2023-06-26 03:04:51,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-11 01:06:25,laura.jones@example.com,sale,,49.99,
2023-06-02 20:39:57,john.doe@example.com,sale,,29.99,
2023-06-19 19:31:28,sarah.davis@example.com,lead,,,
2023-06-26 23:51:13,michael.brown@example.com,sale,,29.99,
2023-06-13 10:13:10,william.martin@example.com,sale,,29.99,
2023-06-26 05:00:14,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-05 21:41:04,olivia.white@example.com,consultation,,,
2023-06-21 02:27:11,olivia.white@example.com,sale,,99.99,
2023-06-20 18:21:57,john.doe@example.com,sale,,49.99,
2023-06-24 01:56:49,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-19 10:12:51,michael.brown@example.com,lead,,,
2023-06-22 07:50:42,emily.jackson@example.com,consultation,,,
2023-06-28 05:56:23,emma.smith@example.com,lead,,,
2023-06-18 13:53:34,laura.jones@example.com,lead,,,
2023-06-12 07:27:48,daniel.thomas@example.com,consultation,,,
2023-06-09 05:25:27,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-25 00:55:19,daniel.thomas@example.com,lead,,,
2023-06-28 19:12:16,daniel.thomas@example.com,lead,,,
2023-06-30 00:23:28,michael.brown@example.com,sale,,9.99,
2023-06-01 14:53:45,alex.wilson@example.com,lead,,,
2023-06-29 17:54:35,daniel.thomas@example.com,lead,,,
2023-06-12 22:17:22,sarah.davis@example.com,consultation,,,
2023-06-17 17:12:03,john.doe@example.com,lead,,,
2023-06-11 15:49:21,olivia.white@example.com,lead,,,
2023-06-13 06:40:43,laura.jones@example.com,consultation,,,
2023-06-24 03:09:19,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-08 17:34:51,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-21 06:10:59,john.doe@example.com,consultation,,,
2023-06-23 11:00:21,alex.wilson@example.com,sale,,9.99,
2023-06-09 06:05:55,alex.wilson@example.com,lead,,,
2023-06-30 18:29:38,alex.wilson@example.com,consultation,,,
2023-06-24 03:15:33,william.martin@example.com,consultation,,,
2023-06-29 17:18:58,emily.jackson@example.com,sale,,15.99,
2023-06-01 11:09:34,michael.brown@example.com,consultation,,,
2023-07-03 05:17:31,michael.brown@example.com,sale,,15.99,
2023-06-15 00:18:45,olivia.white@example.com,consultation,,,
2023-06-15 02:14:57,emma.smith@example.com,sale,,15.99,
2023-06-18 04:04:20,laura.jones@example.com,sale,,99.99,
2023-06-15 04:20:15,daniel.thomas@example.com,lead,,,
2023-06-13 23:05:49,olivia.white@example.com,consultation,,,
2023-06-29 06:40:25,daniel.thomas@example.com,lead,,,
2023-06-12 21:20:43,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-05 01:58:05,william.martin@example.com,sale,,99.99,
2023-06-13 10:54:25,john.doe@example.com,lead,,,
2023-06-19 22:23:24,john.doe@example.com,consultation,,,
2023-07-04 15:22:26,laura.jones@example.com,consultation,,,
2023-06-13 06:12:51,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-04 01:18:45,emma.smith@example.com,lead,,,
2023-06-13 03:56:40,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-26 11:16:50,sarah.davis@example.com,consultation,,,
2023-06-10 23:53:53,john.doe@example.com,sale,,9.99,
2023-06-02 08:26:05,sarah.davis@example.com,lead,,,
2023-06-15 06:06:56,sarah.davis@example.com,sale,,15.99,
2023-06-11 16:18:04,alex.wilson@example.com,consultation,,,
2023-06-04 07:58:19,emma.smith@example.com,consultation,,,
2023-06-10 09:10:37,daniel.thomas@example.com,sale,,9.99,
2023-06-05 07:29:41,john.doe@example.com,lead,,,
2023-06-04 12:39:04,emma.smith@example.com,lead,,,
2023-06-24 17:47:09,alex.wilson@example.com,click,,,https://www.example.com/special-offer
2023-06-12 11:51:03,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-07-04 17:57:43,emma.smith@example.com,consultation,,,
2023-06-11 07:46:34,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-13 23:52:33,sarah.davis@example.com,sale,,49.99,
2023-06-28 21:07:49,olivia.white@example.com,consultation,,,
2023-06-04 20:25:07,emma.smith@example.com,lead,,,
2023-06-05 15:22:47,emily.jackson@example.com,sale,,99.99,
2023-06-04 22:04:57,john.doe@example.com,lead,,,
2023-06-27 09:22:17,william.martin@example.com,sale,,29.99,
2023-06-02 02:50:50,emily.jackson@example.com,consultation,,,
2023-07-02 10:50:00,emily.jackson@example.com,consultation,,,
2023-07-03 22:01:32,daniel.thomas@example.com,consultation,,,
2023-06-17 11:38:42,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-10 09:35:41,john.doe@example.com,sale,,99.99,
2023-06-20 17:22:58,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 19:03:07,michael.brown@example.com,lead,,,
2023-06-03 19:54:30,emily.jackson@example.com,consultation,,,
2023-06-08 16:40:36,olivia.white@example.com,lead,,,
2023-06-22 19:26:27,emily.jackson@example.com,sale,,15.99,
2023-06-27 01:49:41,emma.smith@example.com,sale,,49.99,
2023-06-09 04:04:27,william.martin@example.com,sale,,49.99,
2023-06-07 09:19:59,william.martin@example.com,consultation,,,
2023-06-09 21:25:48,sarah.davis@example.com,sale,,49.99,
2023-06-01 22:31:26,john.doe@example.com,lead,,,
2023-06-18 02:50:17,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 07:59:42,william.martin@example.com,consultation,,,
2023-06-13 03:12:19,emma.smith@example.com,lead,,,
2023-06-11 11:23:34,emma.smith@example.com,lead,,,
2023-06-15 00:10:29,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-28 06:31:58,emma.smith@example.com,consultation,,,
2023-07-01 21:35:36,alex.wilson@example.com,lead,,,
2023-06-16 11:54:11,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-08 17:14:05,olivia.white@example.com,consultation,,,
2023-06-24 21:14:10,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-20 23:49:12,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-04 17:05:08,emily.jackson@example.com,consultation,,,
2023-06-18 03:24:52,laura.jones@example.com,consultation,,,
2023-06-22 12:40:13,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-10 17:20:35,emily.jackson@example.com,consultation,,,
2023-06-06 13:42:02,sarah.davis@example.com,sale,,29.99,
2023-06-23 16:27:35,daniel.thomas@example.com,consultation,,,
2023-06-07 21:08:48,michael.brown@example.com,sale,,9.99,
2023-06-24 03:51:05,olivia.white@example.com,lead,,,
2023-06-04 04:20:15,alex.wilson@example.com,consultation,,,
2023-06-06 01:51:44,alex.wilson@example.com,lead,,,
2023-06-28 04:55:10,alex.wilson@example.com,lead,,,
2023-06-18 07:05:59,olivia.white@example.com,lead,,,
2023-06-18 17:53:53,daniel.thomas@example.com,lead,,,
2023-07-03 04:42:14,michael.brown@example.com,sale,,29.99,
2023-06-04 12:51:27,olivia.white@example.com,consultation,,,
2023-06-29 18:27:12,olivia.white@example.com,consultation,,,
2023-06-26 07:12:00,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-06 15:45:29,alex.wilson@example.com,lead,,,
2023-06-02 04:31:36,olivia.white@example.com,lead,,,
2023-06-04 05:30:56,laura.jones@example.com,consultation,,,
2023-06-20 06:12:26,john.doe@example.com,lead,,,
2023-06-08 00:23:33,sarah.davis@example.com,lead,,,
2023-06-26 21:43:51,william.martin@example.com,lead,,,
2023-06-25 06:16:07,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-01 03:08:07,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-16 22:55:15,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-26 06:47:28,emily.jackson@example.com,lead,,,
2023-07-02 20:33:04,john.doe@example.com,sale,,15.99,
2023-06-05 17:08:01,olivia.white@example.com,lead,,,
2023-06-14 23:49:44,emma.smith@example.com,sale,,29.99,
2023-06-06 09:28:58,emily.jackson@example.com,lead,,,
2023-07-04 13:09:09,olivia.white@example.com,sale,,99.99,
2023-06-15 11:47:14,olivia.white@example.com,consultation,,,
2023-06-17 04:53:17,sarah.davis@example.com,consultation,,,
2023-06-05 20:58:54,emily.jackson@example.com,consultation,,,
2023-06-11 04:13:37,john.doe@example.com,sale,,29.99,
2023-06-24 07:34:06,sarah.davis@example.com,sale,,49.99,
2023-06-25 01:31:51,laura.jones@example.com,sale,,99.99,
2023-06-02 07:36:12,emily.jackson@example.com,lead,,,
2023-07-04 02:07:37,john.doe@example.com,sale,,29.99,
2023-07-04 23:54:05,laura.jones@example.com,sale,,9.99,
2023-07-04 08:54:15,daniel.thomas@example.com,lead,,,
2023-06-12 02:42:46,sarah.davis@example.com,consultation,,,
2023-06-10 03:04:22,emily.jackson@example.com,sale,,49.99,
2023-06-27 09:01:19,william.martin@example.com,lead,,,
2023-07-04 00:51:36,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-06-09 23:30:35,daniel.thomas@example.com,consultation,,,
2023-06-08 03:12:35,emily.jackson@example.com,sale,,9.99,
2023-06-29 07:59:56,olivia.white@example.com,consultation,,,
2023-07-01 23:06:58,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-12 22:13:18,michael.brown@example.com,consultation,,,
2023-06-22 05:46:58,olivia.white@example.com,lead,,,
2023-06-04 23:15:29,william.martin@example.com,sale,,49.99,
2023-06-04 23:51:15,alex.wilson@example.com,consultation,,,
2023-06-20 07:51:15,olivia.white@example.com,lead,,,
2023-06-10 11:43:20,william.martin@example.com,sale,,15.99,
2023-06-04 21:44:21,john.doe@example.com,sale,,29.99,
2023-06-01 19:29:12,olivia.white@example.com,consultation,,,
2023-06-16 22:20:45,emily.jackson@example.com,consultation,,,
2023-07-02 17:07:16,william.martin@example.com,lead,,,
2023-07-04 07:14:56,olivia.white@example.com,lead,,,
2023-06-26 03:23:18,alex.wilson@example.com,sale,,99.99,
2023-06-14 04:09:56,william.martin@example.com,click,,,https://www.example.com/new-product-launch
2023-06-20 13:30:55,alex.wilson@example.com,consultation,,,
2023-06-05 12:52:55,olivia.white@example.com,lead,,,
2023-06-17 22:32:22,john.doe@example.com,sale,,15.99,
2023-06-18 15:09:41,emily.jackson@example.com,consultation,,,
2023-06-22 23:20:00,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-21 15:49:35,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-20 19:50:54,emma.smith@example.com,consultation,,,
2023-07-02 03:19:45,laura.jones@example.com,sale,,99.99,
2023-06-17 07:43:56,emma.smith@example.com,consultation,,,
2023-06-13 07:15:30,john.doe@example.com,sale,,15.99,
2023-06-14 05:07:02,emma.smith@example.com,sale,,9.99,
2023-06-15 15:45:42,william.martin@example.com,consultation,,,
2023-06-04 14:33:15,emily.jackson@example.com,sale,,15.99,
2023-06-30 00:29:18,alex.wilson@example.com,consultation,,,
2023-06-03 18:46:38,daniel.thomas@example.com,sale,,29.99,
2023-06-03 13:22:50,olivia.white@example.com,consultation,,,
2023-07-02 14:05:37,william.martin@example.com,consultation,,,
2023-06-19 08:01:35,william.martin@example.com,consultation,,,
2023-06-22 02:33:58,olivia.white@example.com,sale,,49.99,
2023-06-21 22:10:47,michael.brown@example.com,sale,,29.99,
2023-06-18 02:00:08,john.doe@example.com,consultation,,,
2023-06-27 11:32:12,olivia.white@example.com,consultation,,,
2023-06-18 23:04:35,olivia.white@example.com,sale,,29.99,
2023-06-11 15:51:31,laura.jones@example.com,consultation,,,
2023-06-25 18:24:37,john.doe@example.com,sale,,99.99,
2023-07-03 22:18:23,sarah.davis@example.com,lead,,,
2023-06-21 02:02:15,emma.smith@example.com,sale,,9.99,
2023-06-19 17:39:15,sarah.davis@example.com,consultation,,,
2023-06-07 19:39:58,william.martin@example.com,lead,,,
2023-07-03 00:39:33,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-13 15:06:33,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-15 12:39:34,emily.jackson@example.com,lead,,,
2023-07-04 17:25:15,michael.brown@example.com,consultation,,,
2023-06-09 02:23:26,olivia.white@example.com,sale,,9.99,
2023-07-04 00:25:42,alex.wilson@example.com,consultation,,,
2023-06-23 20:55:11,laura.jones@example.com,consultation,,,
2023-06-18 04:39:26,michael.brown@example.com,consultation,,,
2023-06-30 14:04:47,laura.jones@example.com,sale,,9.99,
2023-06-15 19:11:10,olivia.white@example.com,sale,,29.99,
2023-06-17 11:19:42,john.doe@example.com,sale,,9.99,
2023-06-12 02:13:17,daniel.thomas@example.com,consultation,,,
2023-06-02 18:35:29,john.doe@example.com,consultation,,,
2023-06-03 05:17:04,alex.wilson@example.com,lead,,,
2023-06-22 20:03:30,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-08 11:04:24,william.martin@example.com,lead,,,
2023-06-11 14:41:13,william.martin@example.com,click,,,https://www.example.com/new-product-launch
2023-06-25 18:45:24,william.martin@example.com,consultation,,,
2023-06-16 20:28:00,john.doe@example.com,lead,,,
2023-06-28 14:22:26,john.doe@example.com,lead,,,
2023-07-04 08:01:33,olivia.white@example.com,consultation,,,
2023-06-29 00:43:08,daniel.thomas@example.com,sale,,15.99,
2023-06-07 20:07:18,john.doe@example.com,lead,,,
2023-07-02 13:51:13,emma.smith@example.com,sale,,9.99,
2023-06-18 03:59:08,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-16 04:11:09,michael.brown@example.com,consultation,,,
2023-07-01 16:07:42,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-13 03:48:11,alex.wilson@example.com,consultation,,,
2023-06-21 12:25:21,sarah.davis@example.com,sale,,15.99,
2023-06-29 18:31:28,alex.wilson@example.com,click,,,https://www.example.com/summer-sale
2023-06-25 12:26:10,daniel.thomas@example.com,sale,,29.99,
2023-06-04 19:03:36,sarah.davis@example.com,consultation,,,
